,tweet_id,timestamp,source,expanded_urls,rating_numerator,rating_denominator,name,year,jpg_url,img_num,text_url,text_tweet,dog_stage,retweet_count,favorite_count
10,890006608113172480,2017-07-26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13.0,10.0,Koda,2017,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,https://t.co/dVPW0B0Mme,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10,,7624,31166
11,889880896479866881,2017-07-25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,10.0,Bruno,2017,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,https://t.co/u1XPQMl29g,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10,,5156,28268
12,889665388333682689,2017-07-25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,10.0,,2017,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,https://t.co/BxvuXk0UCm,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10,puppo,8538,38818
13,889638837579907072,2017-07-25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12.0,10.0,Ted,2017,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,https://t.co/f8dEDcrKSR,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10,,4735,27672
14,889531135344209921,2017-07-24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,10.0,Stuart,2017,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,https://t.co/y70o6h3isq,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10,puppo,2321,15359
15,889278841981685760,2017-07-24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,10.0,Oliver,2017,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,https://t.co/WpHvrQedPb,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10,,5637,25652
16,888917238123831296,2017-07-23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10.0,Jim,2017,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,https://t.co/chxruIOUJN,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10,,4709,29611
17,888804989199671297,2017-07-22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,10.0,Zeke,2017,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,https://t.co/HTQ77yNQ5K,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10,,4559,26080
18,888554962724278272,2017-07-22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10.0,Ralphus,2017,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,https://t.co/YnYAFCTTiK,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10,,3732,20290
19,888078434458587136,2017-07-20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,10.0,Gerald,2017,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,https://t.co/DK7iDPfuRX,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10,,3653,22201
20,887705289381826560,2017-07-19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10.0,Jeffrey,2017,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,https://t.co/PhrUk20Q64,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10,,5609,30779
21,887517139158093824,2017-07-19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/887517139158093824/video/1,14.0,10.0,such,2017,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,https://t.co/20VrLAA8ba,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10,,12082,46959
22,887473957103951883,2017-07-19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13.0,10.0,Canela,2017,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,https://t.co/cLyzpcUcMX,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10,,18781,69871
23,887343217045368832,2017-07-18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,10.0,,2017,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,https://t.co/WZqNqygEyV,You may not have known you needed to see this today. 13/10,,10737,34222
24,887101392804085760,2017-07-18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,10.0,,2017,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,https://t.co/4Ad1jzJSdp,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10,,6167,31061
25,886983233522544640,2017-07-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13.0,10.0,Maya,2017,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,https://t.co/I6oNy0CgiT,This is Maya. She's very shy. Rarely leaves her cup. 13/10,,8084,35859
26,886736880519319552,2017-07-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13.0,10.0,Mingus,2017,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,https://t.co/bVi0Yr4Cff,This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10,,3443,12306
27,886680336477933568,2017-07-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,10.0,Derek,2017,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,https://t.co/BCoWue0abA,This is Derek. He's late for a dog meeting. 13/10,,4610,22798
28,886366144734445568,2017-07-15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,10.0,Roscoe,2017,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,https://t.co/RGE08MIJox,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10,pupper,3316,21524
29,886258384151887873,2017-07-15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,10.0,Waffles,2017,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,https://t.co/xZDA9Qsq1O,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10,,6523,28469
30,885984800019947520,2017-07-14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10.0,Jimbo,2017,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,https://t.co/BuveP0uMF1,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10,,7097,33382
31,885528943205470208,2017-07-13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10.0,Maisey,2017,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,https://t.co/tp1kQ8i9JF,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10,,6683,36689
32,885311592912609280,2017-07-13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",13.0,10.0,Lilly,2017,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1.0,https://t.co/SATN4If5H5,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10,,19297,0
33,885167619883638784,2017-07-12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13.0,10.0,,2017,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,https://t.co/44ItaMubBf,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,,4556,22367
34,884925521741709313,2017-07-12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10.0,Earl,2017,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,https://t.co/MYJvdlNRVa,This is Earl. He found a hat. Nervous about what you think of it. 12/10,,16439,68152
35,884876753390489601,2017-07-11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13.0,10.0,Lola,2017,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,https://t.co/74TKAUsLkO,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10,,6096,28514
36,884562892145688576,2017-07-11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,10.0,Kevin,2017,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,https://t.co/1r4MFCbCX5,This is Kevin. He's just so happy. 13/10,,5100,24765
37,884441805382717440,2017-07-10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,10.0,,2017,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,https://t.co/vvBOcC2VdC,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10",,5856,27478
38,884162670584377345,2017-07-09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,10.0,Yogi,2017,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,https://t.co/YSI00BzTBZ,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10,doggo,3128,20771
39,883838122936631299,2017-07-09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,10.0,Noah,2017,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,https://t.co/V85xujjDDY,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10,,3586,22349
40,883482846933004288,2017-07-08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5.0,10.0,Bella,2017,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,https://t.co/qjrljjt948,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",,10407,46860
41,883360690899218434,2017-07-07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,10.0,Grizzwald,2017,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,https://t.co/rf661IFEYP,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10,floofer,3825,22986
42,883117836046086144,2017-07-07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13.0,10.0,,2017,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,https://t.co/Se5fZ9wp5E,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10",,6949,37914
43,882992080364220416,2017-07-06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13.0,10.0,Rusty,2017,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,https://t.co/tyER0KpdXj,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10,,4122,24445
44,882762694511734784,2017-07-06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,10.0,Gus,2017,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,https://t.co/D43I96SlVu,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10,pupper,5134,28903
45,882627270321602560,2017-07-05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,10.0,Stanley,2017,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,https://t.co/Nx52PGwH94,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10,,6342,28382
46,882268110199369728,2017-07-04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13.0,10.0,Alfy,2017,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,https://t.co/fYP5RlutfA,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10,,12118,45880
47,882045870035918850,2017-07-04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13.0,10.0,Koko,2017,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,https://t.co/zeDpnsKX7w,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10",,5203,29900
48,881906580714921986,2017-07-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/881906580714921986/photo/1,12.0,10.0,Rey,2017,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,https://t.co/503CgWbhxQ,This is Rey. He's a Benebop Cumberfloof. 12/10,,3533,24773
49,881666595344535552,2017-07-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,10.0,Gary,2017,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,https://t.co/7CSWCl8I6s,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10,,11099,51522
50,881536004380872706,2017-07-02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/881536004380872706/video/1,14.0,10.0,,2017,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,https://t.co/ghXBIIeQZF,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10,pupper,16570,50199
51,881268444196462592,2017-07-01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/881268444196462592/photo/1,12.0,10.0,Elliot,2017,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,https://t.co/cgwJwowTMC,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10,,5358,23501
52,880935762899988482,2017-06-30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/880935762899988482/photo/1,13.0,10.0,Louis,2017,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,https://t.co/D0wb1GlKAt,This is Louis. He's crossing. It's a big deal. 13/10,,2886,17346
53,880872448815771648,2017-06-30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,10.0,,2017,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,https://t.co/WiAMbTkDPf,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,,3989,21734
54,880465832366813184,2017-06-29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12.0,10.0,Bella,2017,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,https://t.co/4VsFysDmiw,This is Bella. She had her first beach experience this morning. Complete success. 12/10,,6546,29075
55,880221127280381952,2017-06-29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12.0,10.0,Jesse,2017,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,https://t.co/fUod0tVmvK,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10,,4436,27640
56,880095782870896641,2017-06-28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/880095782870896641/photo/1,11.0,10.0,,2017,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,https://t.co/HauE8M3Bu4,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,,4533,28150
57,879862464715927552,2017-06-28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13.0,10.0,Romeo,2017,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,https://t.co/Qh5aEkRQm9,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,,3642,22667
58,879492040517615616,2017-06-27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/879492040517615616/photo/1,12.0,10.0,Bailey,2017,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,https://t.co/IxM9IMKQq8,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,,3323,23822
59,879415818425184262,2017-06-26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/879415818425184262/video/1,13.0,10.0,Duddles,2017,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,https://t.co/UDT7ZkcTgY,This is Duddles. He did an attempt. 13/10,,45849,107956
60,879376492567855104,2017-06-26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/879376492567855104/photo/1,12.0,10.0,Jack,2017,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,https://t.co/0gOi601EAa,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10,,3261,17099
61,879050749262655488,2017-06-25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/879050749262655488/photo/1,11.0,10.0,Steven,2017,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,https://t.co/2mJCDEJWdD,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10,,4941,23022
